state,date,total_population,cumulative_total_test_results,cumulative_total_test_results_per_1000,total_test_results_increase,cumulative_positive_tests,positive_tests_increase,cumulative_negative_tests,cumulative_positivity_rate,cumulative_deaths,cumulative_deaths_per_100_000,deaths_increase
Alaska,3/6/2020 0:00,737438,8,0.01084837,0,,0,8,,0,0,0
Alaska,3/7/2020 0:00,737438,12,0.016272554,4,,0,12,,0,0,0
Alaska,3/8/2020 0:00,737438,14,0.018984647,2,,0,14,,0,0,0
Alaska,3/9/2020 0:00,737438,23,0.031189063,9,,0,23,,0,0,0
Alaska,3/10/2020 0:00,737438,23,0.031189063,0,,0,23,,0,0,0
Alaska,3/11/2020 0:00,737438,46,0.062378125,23,,0,46,,0,0,0
Alaska,3/12/2020 0:00,737438,46,0.062378125,0,,0,46,,0,0,0
Alaska,3/13/2020 0:00,737438,60,0.081362772,14,,0,60,,0,0,0
Alaska,3/14/2020 0:00,737438,144,0.195270653,84,,0,144,,0,0,0
Alaska,3/15/2020 0:00,737438,144,0.195270653,0,,0,144,,0,0,0
Alaska,3/16/2020 0:00,737438,144,0.195270653,0,,0,144,,0,0,0
Alaska,3/17/2020 0:00,737438,337,0.45698757,193,3,3,334,0.890207715,0,0,0
Alaska,3/18/2020 0:00,737438,412,0.558691036,75,8,5,404,1.941747573,0,0,0
Alaska,3/19/2020 0:00,737438,438,0.593948237,26,11,3,427,2.511415525,0,0,0
Alaska,3/20/2020 0:00,737438,698,0.94652025,260,14,3,684,2.005730659,0,0,0
Alaska,3/21/2020 0:00,737438,772,1.046867669,74,15,1,757,1.943005181,0,0,0
Alaska,3/22/2020 0:00,737438,968,1.312652725,196,25,10,943,2.582644628,0,0,0
Alaska,3/23/2020 0:00,737438,968,1.312652725,0,38,13,930,3.925619835,0,0,0
Alaska,3/24/2020 0:00,737438,1022,1.38587922,54,42,4,980,4.109589041,0,0,0
Alaska,3/25/2020 0:00,737438,1691,2.29307413,669,49,7,1642,2.897693672,1,0.14,1
Alaska,3/26/2020 0:00,737438,1860,2.522245938,169,63,14,1797,3.387096774,1,0.14,0
Alaska,3/27/2020 0:00,737438,2388,3.238238333,528,74,11,2314,3.098827471,1,0.14,0
Alaska,3/28/2020 0:00,737438,2921,3.96101096,533,91,17,2830,3.115371448,2,0.27,1
Alaska,3/29/2020 0:00,737438,3334,4.521058041,413,110,19,3224,3.299340132,2,0.27,0
Alaska,3/30/2020 0:00,737438,3654,4.954992827,320,118,8,3536,3.229337712,3,0.41,1
Alaska,3/31/2020 0:00,737438,3713,5.034999553,59,128,10,3585,3.447347159,3,0.41,0
Alaska,4/1/2020 0:00,737438,4603,6.241880673,890,141,13,4462,3.063219639,3,0.41,0
Alaska,4/2/2020 0:00,737438,5022,6.810064033,419,149,8,4873,2.96694544,3,0.41,0
Alaska,4/3/2020 0:00,737438,6016,8.157973958,994,160,11,5856,2.659574468,3,0.41,0
Alaska,4/4/2020 0:00,737438,6040,8.190519067,24,171,11,5869,2.831125828,5,0.68,2
Alaska,4/5/2020 0:00,737438,6284,8.521394341,244,185,14,6099,2.943984723,6,0.81,1
Alaska,4/6/2020 0:00,737438,6883,9.333666017,599,191,6,6692,2.774952782,6,0.81,0
Alaska,4/7/2020 0:00,737438,6913,9.374347403,30,213,22,6700,3.081151454,6,0.81,0
Alaska,4/8/2020 0:00,737438,7068,9.584534564,155,226,13,6842,3.197509904,7,0.95,1
Alaska,4/9/2020 0:00,737438,7223,9.794721726,155,235,9,6988,3.253495777,7,0.95,0
Alaska,4/10/2020 0:00,737438,7432,10.07813538,209,246,11,7186,3.310010764,7,0.95,0
Alaska,4/11/2020 0:00,737438,7732,10.48494924,300,257,11,7475,3.323848939,8,1.08,1
Alaska,4/12/2020 0:00,737438,8038,10.89989938,306,272,15,7766,3.38392635,8,1.08,0
Alaska,4/13/2020 0:00,737438,7830,10.61784177,-208,277,5,7553,3.537675607,8,1.08,0
Alaska,4/14/2020 0:00,737438,8348,11.3202737,518,285,8,8063,3.413991375,9,1.22,1
Alaska,4/15/2020 0:00,737438,8664,11.7487843,316,293,8,8371,3.381809788,9,1.22,0
Alaska,4/16/2020 0:00,737438,8735,11.84506359,71,300,7,8435,3.434459073,9,1.22,0
Alaska,4/17/2020 0:00,737438,9450,12.81463662,715,309,9,9141,3.26984127,9,1.22,0
Alaska,4/18/2020 0:00,737438,9655,13.09262609,205,314,5,9341,3.252200932,9,1.22,0
Alaska,4/19/2020 0:00,737438,9895,13.41807718,240,319,5,9576,3.22385043,9,1.22,0
Alaska,4/20/2020 0:00,737438,10124,13.72861176,229,321,2,9803,3.170683524,9,1.22,0
Alaska,4/21/2020 0:00,737438,11119,15.07787773,995,329,8,10790,2.958899182,9,1.22,0
Alaska,4/22/2020 0:00,737438,12159,16.48816578,1040,335,6,11824,2.755160786,9,1.22,0
Alaska,4/23/2020 0:00,737438,12161,16.49087788,2,337,2,11824,2.771153688,9,1.22,0
Alaska,4/24/2020 0:00,737438,12281,16.65360342,120,339,2,11942,2.760361534,9,1.22,0
Alaska,4/25/2020 0:00,737438,15732,21.33331887,3451,339,0,15393,2.154843631,9,1.22,0
Alaska,4/26/2020 0:00,737438,16177,21.93675943,445,341,2,15836,2.107931013,9,1.22,0
Alaska,4/27/2020 0:00,737438,16256,22.04388708,79,345,4,15911,2.122293307,9,1.22,0
Alaska,4/28/2020 0:00,737438,17089,23.17347357,833,351,6,16738,2.053952835,9,1.22,0
Alaska,4/29/2020 0:00,737438,19119,25.92624736,2030,355,4,18764,1.856791673,9,1.22,0
Alaska,4/30/2020 0:00,737438,19119,25.92624736,0,355,0,18764,1.856791673,9,1.22,0
Alaska,5/1/2020 0:00,737438,20325,27.56163908,1206,364,9,19961,1.790897909,9,1.22,0
Alaska,5/2/2020 0:00,737438,21399,29.0180327,1074,365,1,21034,1.705687182,9,1.22,0
Alaska,5/3/2020 0:00,737438,21578,29.26076497,179,368,3,21210,1.705440727,9,1.22,0
Alaska,5/4/2020 0:00,737438,21723,29.45739167,145,370,2,21353,1.703263822,9,1.22,0
Alaska,5/5/2020 0:00,737438,22692,30.77140044,969,371,1,22321,1.634937423,9,1.22,0
Alaska,5/6/2020 0:00,737438,23655,32.07727294,963,372,1,23283,1.572606214,10,1.36,1
Alaska,5/7/2020 0:00,737438,24341,33.00752063,686,374,2,23967,1.536502198,10,1.36,0
Alaska,5/8/2020 0:00,737438,25473,34.54256493,1132,377,3,25096,1.47999843,10,1.36,0
Alaska,5/9/2020 0:00,737438,26449,35.86606603,976,378,1,26071,1.429165564,10,1.36,0
Alaska,5/10/2020 0:00,737438,27364,37.1068483,915,379,1,26985,1.385031428,10,1.36,0
Alaska,5/11/2020 0:00,737438,28680,38.89140511,1316,381,2,28299,1.328451883,10,1.36,0
Alaska,5/12/2020 0:00,737438,29961,40.62850029,1281,383,2,29578,1.278328494,10,1.36,0
Alaska,5/13/2020 0:00,737438,30649,41.56146008,688,384,1,30265,1.25289569,10,1.36,0
Alaska,5/14/2020 0:00,737438,31762,43.07073951,1113,389,5,31373,1.224733959,10,1.36,0
Alaska,5/15/2020 0:00,737438,32418,43.96030582,656,390,1,32028,1.203035351,10,1.36,0
Alaska,5/16/2020 0:00,737438,33281,45.13057369,863,394,4,32887,1.183858658,10,1.36,0
Alaska,5/17/2020 0:00,737438,34651,46.98835699,1370,398,4,34253,1.148596,10,1.36,0
Alaska,5/18/2020 0:00,737438,35611,48.29016134,960,401,3,35210,1.126056556,10,1.36,0
Alaska,5/19/2020 0:00,737438,36380,49.33296087,769,401,0,35979,1.102253986,10,1.36,0
Alaska,5/20/2020 0:00,737438,37045,50.2347316,665,404,3,36641,1.090565528,10,1.36,0
Alaska,5/21/2020 0:00,737438,39545,53.62484711,2500,404,0,39141,1.021620938,10,1.36,0
Alaska,5/22/2020 0:00,737438,41446,56.20269094,1901,406,2,41040,0.979587898,10,1.36,0
Alaska,5/23/2020 0:00,737438,42351,57.42991275,905,410,4,41941,0.968099927,10,1.36,0
Alaska,5/24/2020 0:00,737438,43507,58.99750216,1156,410,0,43097,0.942377089,10,1.36,0
Alaska,5/25/2020 0:00,737438,44472,60.30608675,965,411,1,44061,0.92417701,10,1.36,0
Alaska,5/26/2020 0:00,737438,44964,60.97326148,492,413,2,44551,0.918512588,10,1.36,0
Alaska,5/27/2020 0:00,737438,46363,62.87037012,1399,414,1,45949,0.892953433,10,1.36,0
Alaska,5/28/2020 0:00,737438,47970,65.04953637,1607,427,13,47543,0.890139671,10,1.36,0
Alaska,5/29/2020 0:00,737438,49439,67.04156824,1469,432,5,49007,0.873804082,10,1.36,0
Alaska,5/30/2020 0:00,737438,51695,70.10080847,2256,435,3,51260,0.84147403,10,1.36,0
Alaska,5/31/2020 0:00,737438,51695,70.10080847,0,463,28,51232,0.895637876,10,1.36,0
Alaska,6/1/2020 0:00,737438,54190,73.48414375,2495,470,7,53720,0.867318693,10,1.36,0
Alaska,6/2/2020 0:00,737438,56203,76.21386476,2013,490,20,55713,0.871839582,10,1.36,0
Alaska,6/3/2020 0:00,737438,58182,78.89748019,1979,508,18,57674,0.873122271,10,1.36,0
Alaska,6/4/2020 0:00,737438,60097,81.49430867,1915,518,10,59579,0.861939864,10,1.36,0
Alaska,6/5/2020 0:00,737438,60990,82.70525793,893,529,11,60461,0.867355304,10,1.36,0
Alaska,6/6/2020 0:00,737438,63901,86.65270843,2911,541,12,63360,0.846622119,10,1.36,0
Alaska,6/7/2020 0:00,737438,64904,88.01282277,1003,549,8,64355,0.845864662,10,1.36,0
Alaska,6/8/2020 0:00,737438,65912,89.37971735,1008,567,18,65345,0.860237893,10,1.36,0
Alaska,6/9/2020 0:00,737438,66890,90.70593053,978,578,11,66312,0.864105247,11,1.49,1
Alaska,6/10/2020 0:00,737438,67720,91.83144888,830,598,20,67122,0.883047844,11,1.49,0
Alaska,6/11/2020 0:00,737438,69011,93.58210453,1291,616,18,68395,0.892611323,11,1.49,0
Alaska,6/12/2020 0:00,737438,70880,96.11655488,1869,630,14,70250,0.888826185,12,1.63,1
Alaska,6/13/2020 0:00,737438,71803,97.36818553,923,656,26,71147,0.913610852,12,1.63,0
Alaska,6/14/2020 0:00,737438,73467,99.62464641,1664,665,9,72802,0.905168307,12,1.63,0
Alaska,6/15/2020 0:00,737438,74437,100.9400112,970,668,3,73769,0.897403173,12,1.63,0
Alaska,6/16/2020 0:00,737438,76215,103.3510614,1778,681,13,75534,0.893524897,12,1.63,0
Alaska,6/17/2020 0:00,737438,77709,105.3769944,1494,701,20,77008,0.902083414,12,1.63,0
Alaska,6/18/2020 0:00,737438,81185,110.090611,3476,713,12,80472,0.878241054,12,1.63,0
Alaska,6/19/2020 0:00,737438,83631,113.4075,2446,729,16,82902,0.871686336,12,1.63,0
Alaska,6/20/2020 0:00,737438,86918,117.8648239,3287,750,21,86168,0.862882257,12,1.63,0
Alaska,6/21/2020 0:00,737438,88051,119.4012242,1133,761,11,87290,0.864271842,12,1.63,0
Alaska,6/22/2020 0:00,737438,90824,123.1615404,2773,767,6,90057,0.844490443,12,1.63,0
Alaska,6/23/2020 0:00,737438,92947,126.0404264,2123,783,16,92164,0.84241557,12,1.63,0
Alaska,6/24/2020 0:00,737438,96096,130.3106159,3149,797,14,95299,0.829378954,12,1.63,0
Alaska,6/25/2020 0:00,737438,99452,134.861507,3356,821,24,98631,0.825523871,12,1.63,0
Alaska,6/26/2020 0:00,737438,101792,138.0346551,2340,839,18,100953,0.824229802,14,1.9,2
Alaska,6/27/2020 0:00,737438,105581,143.1727142,3789,858,19,104723,0.812646215,14,1.9,0
Alaska,6/28/2020 0:00,737438,108300,146.8598038,2719,887,29,107413,0.819021237,14,1.9,0
Alaska,6/29/2020 0:00,737438,108709,147.4144267,409,908,21,107801,0.83525743,14,1.9,0
Alaska,6/30/2020 0:00,737438,112185,152.1280433,3476,944,36,111241,0.841467219,14,1.9,0
Alaska,7/1/2020 0:00,737438,114400,155.1316856,2215,982,38,113418,0.858391608,14,1.9,0
Alaska,7/2/2020 0:00,737438,115909,157.1779594,1509,1020,38,114889,0.88000069,14,1.9,0
Alaska,7/3/2020 0:00,737438,120208,163.007602,4299,1065,45,119143,0.885964328,15,2.03,1
Alaska,7/4/2020 0:00,737438,122732,166.4302626,2524,1114,49,121618,0.907668742,16,2.17,1
Alaska,7/5/2020 0:00,737438,123753,167.8147858,1021,1141,27,122612,0.921997851,16,2.17,0
Alaska,7/6/2020 0:00,737438,123753,167.8147858,0,1168,27,122585,0.943815503,16,2.17,0
Alaska,7/7/2020 0:00,737438,131420,178.211592,7667,1186,18,130234,0.90245016,17,2.31,1
Alaska,7/8/2020 0:00,737438,133401,180.8979196,1981,1226,40,132175,0.91903359,17,2.31,0
Alaska,7/9/2020 0:00,737438,135744,184.0751358,2343,1273,47,134471,0.937794672,17,2.31,0
Alaska,7/10/2020 0:00,737438,141931,192.4649937,6187,1323,50,140608,0.932143084,17,2.31,0
Alaska,7/11/2020 0:00,737438,143376,194.4244804,1445,1386,63,141990,0.966688986,17,2.31,0
Alaska,7/12/2020 0:00,737438,145475,197.2708214,2099,1478,92,143997,1.015982128,17,2.31,0
Alaska,7/13/2020 0:00,737438,146590,198.7828129,1115,1537,59,145053,1.048502626,17,2.31,0
Alaska,7/14/2020 0:00,737438,149473,202.6922941,2883,1580,43,147893,1.057047092,17,2.31,0
Alaska,7/15/2020 0:00,737438,156093,211.66932,6620,1631,51,154462,1.044889905,17,2.31,0
Alaska,7/16/2020 0:00,737438,163022,221.0653641,6929,1695,64,161327,1.039736968,17,2.31,0
Alaska,7/17/2020 0:00,737438,165414,224.3090267,2392,1737,42,163677,1.050092495,17,2.31,0
Alaska,7/18/2020 0:00,737438,168363,228.3080069,2949,1799,62,166564,1.068524557,18,2.44,1
Alaska,7/19/2020 0:00,737438,173010,234.6095536,4647,1882,83,171128,1.087798393,18,2.44,0
Alaska,7/20/2020 0:00,737438,175586,238.1027286,2576,1955,73,173631,1.113414509,18,2.44,0
Alaska,7/21/2020 0:00,737438,178626,242.2251091,3040,2045,90,176581,1.144850134,18,2.44,0
Alaska,7/22/2020 0:00,737438,185333,251.320111,6707,2139,94,183194,1.154138766,19,2.58,1
Alaska,7/23/2020 0:00,737438,189509,256.9829599,4176,2203,64,187306,1.162477772,19,2.58,0
Alaska,7/24/2020 0:00,737438,200572,271.9848991,11063,2260,57,198312,1.126777417,19,2.58,0
Alaska,7/25/2020 0:00,737438,205066,278.0789707,4494,2348,88,202718,1.14499722,20,2.71,1
Alaska,7/26/2020 0:00,737438,207264,281.0595603,2198,2533,185,204731,1.222112861,20,2.71,0
Alaska,7/27/2020 0:00,737438,207264,281.0595603,0,2627,94,204637,1.267465648,21,2.85,1
Alaska,7/28/2020 0:00,737438,213875,290.0243817,6611,2735,108,211140,1.278784337,22,2.98,1
Alaska,7/29/2020 0:00,737438,223664,303.298718,9789,2803,68,220861,1.253219114,22,2.98,0
Alaska,7/30/2020 0:00,737438,225057,305.1876904,1393,2887,84,222170,1.282786139,23,3.12,1
Alaska,7/31/2020 0:00,737438,233106,316.1025062,8049,2993,106,230113,1.283965235,23,3.12,0
Alaska,8/1/2020 0:00,737438,238633,323.5973736,5527,3137,144,235496,1.31457091,24,3.25,1
Alaska,8/2/2020 0:00,737438,243090,329.6412715,4457,3273,136,239817,1.346414908,24,3.25,0
Alaska,8/3/2020 0:00,737438,245807,333.3256491,2717,3331,58,242476,1.35512821,25,3.39,1
Alaska,8/4/2020 0:00,737438,252649,342.6037172,6842,3392,61,249257,1.342574085,25,3.39,0
Alaska,8/5/2020 0:00,737438,257279,348.8822111,4630,3447,55,253832,1.339790655,25,3.39,0
Alaska,8/6/2020 0:00,737438,261572,354.7037175,4293,3487,40,258085,1.333093756,25,3.39,0
Alaska,8/7/2020 0:00,737438,268851,364.5743778,7279,3542,55,265309,1.317458369,25,3.39,0
Alaska,8/8/2020 0:00,737438,273593,371.0047489,4742,3621,79,269972,1.323498774,26,3.53,1
Alaska,8/9/2020 0:00,737438,277919,376.8710047,4326,3718,97,274201,1.337799863,26,3.53,0
Alaska,8/10/2020 0:00,737438,280343,380.1580607,2424,3786,68,276557,1.350488509,26,3.53,0
Alaska,8/11/2020 0:00,737438,290744,394.2622973,10401,3835,49,286909,1.319029799,26,3.53,0
Alaska,8/12/2020 0:00,737438,292582,396.7547102,1838,3896,61,288686,1.331592511,27,3.66,1
Alaska,8/13/2020 0:00,737438,294053,398.7494542,1471,3978,82,290075,1.352817349,27,3.66,0
Alaska,8/14/2020 0:00,737438,295929,401.2933969,1876,4078,100,291851,1.378033244,27,3.66,0
Alaska,8/15/2020 0:00,737438,296677,402.3077194,748,4162,84,292515,1.402872484,28,3.8,1
Alaska,8/16/2020 0:00,737438,301515,408.868271,4838,4263,101,297252,1.413860007,28,3.8,0
Alaska,8/17/2020 0:00,737438,305648,414.4728099,4133,4313,50,301335,1.411100351,28,3.8,0
Alaska,8/18/2020 0:00,737438,310009,420.3865274,4361,4379,66,305630,1.412539636,29,3.93,1
Alaska,8/19/2020 0:00,737438,310849,421.5256062,840,4452,73,306397,1.432206634,29,3.93,0
Alaska,8/20/2020 0:00,737438,312647,423.9637773,1798,4535,83,308112,1.450517676,29,3.93,0
Alaska,8/21/2020 0:00,737438,321535,436.0163159,8888,4604,69,316931,1.431881444,30,4.07,1
Alaska,8/22/2020 0:00,737438,326287,442.4602475,4752,4692,88,321595,1.437997836,31,4.2,1
Alaska,8/23/2020 0:00,737438,327440,444.0237688,1153,4758,66,322682,1.453090643,32,4.34,1
Alaska,8/24/2020 0:00,737438,330503,448.1773383,3063,4829,71,325674,1.461106253,32,4.34,0
Alaska,8/25/2020 0:00,737438,333831,452.6902601,3328,4862,33,328969,1.456425557,36,4.88,4
Alaska,8/26/2020 0:00,737438,334804,454.009693,973,4914,52,329890,1.4677244,37,5.02,1
Alaska,8/27/2020 0:00,737438,336220,455.9298544,1416,4998,84,331222,1.486526679,37,5.02,0
Alaska,8/28/2020 0:00,737438,339538,460.4292157,3318,5114,116,334424,1.506164258,37,5.02,0
Alaska,8/29/2020 0:00,737438,345695,468.7783922,6157,5207,93,340488,1.506241051,37,5.02,0
Alaska,8/30/2020 0:00,737438,346839,470.3297091,1144,5250,43,341589,1.513670608,37,5.02,0
Alaska,8/31/2020 0:00,737438,348630,472.7583878,1791,5286,36,343344,1.516220635,37,5.02,0
Alaska,9/1/2020 0:00,737438,374255,507.5070718,25625,5321,35,368934,1.421757892,39,5.29,2
Alaska,9/2/2020 0:00,737438,376884,511.0721172,2629,5387,66,371497,1.429352268,39,5.29,0
Alaska,9/3/2020 0:00,737438,377936,512.4986779,1052,5475,88,372461,1.448657974,40,5.42,1
Alaska,9/4/2020 0:00,737438,381937,517.9242187,4001,5594,119,376343,1.464639456,40,5.42,0
Alaska,9/5/2020 0:00,737438,385002,522.0805003,3065,5681,87,379321,1.47557675,42,5.7,2
Alaska,9/6/2020 0:00,737438,387057,524.8671753,2055,5776,95,381281,1.492286666,42,5.7,0
Alaska,9/7/2020 0:00,737438,388621,526.9880315,1564,5810,34,382811,1.495029862,42,5.7,0
Alaska,9/8/2020 0:00,737438,391656,531.1036318,3035,5843,33,385813,1.491870417,42,5.7,0
Alaska,9/9/2020 0:00,737438,391937,531.4846807,281,5908,65,386029,1.507385115,42,5.7,0
Alaska,9/10/2020 0:00,737438,393077,533.0305734,1140,6022,114,387055,1.532015356,42,5.7,0
Alaska,9/11/2020 0:00,737438,394586,535.0768471,1509,6111,89,388475,1.548711814,43,5.83,1
Alaska,9/12/2020 0:00,737438,399629,541.9153881,5043,6214,103,393415,1.554942209,44,5.97,1
Alaska,9/13/2020 0:00,737438,401213,544.0633653,1584,6275,61,394938,1.564007148,44,5.97,0
Alaska,9/14/2020 0:00,737438,403413,547.046667,2200,6350,75,397063,1.574069254,44,5.97,0
Alaska,9/15/2020 0:00,737438,407124,552.0789544,3711,6393,43,400731,1.570283255,44,5.97,0
Alaska,9/16/2020 0:00,737438,408564,554.031661,1440,6443,50,402121,1.576986714,44,5.97,0
Alaska,9/17/2020 0:00,737438,415863,563.9294422,7299,6551,108,409312,1.575278397,44,5.97,0
Alaska,9/18/2020 0:00,737438,418293,567.2246345,2430,6658,107,411635,1.591707248,45,6.1,1
Alaska,9/19/2020 0:00,737438,422850,573.404137,4557,6752,94,416098,1.596783729,45,6.1,0
Alaska,9/20/2020 0:00,737438,426925,578.9300253,4075,6860,108,420065,1.606839609,45,6.1,0
Alaska,9/21/2020 0:00,737438,428645,581.2624248,1720,6930,70,421715,1.616722463,45,6.1,0
Alaska,9/22/2020 0:00,737438,431191,584.7149184,2546,6987,57,424204,1.620395602,45,6.1,0
Alaska,9/23/2020 0:00,737438,433198,587.4365031,2007,7063,76,426135,1.630432273,45,6.1,0
Alaska,9/24/2020 0:00,737438,433198,587.4365031,0,7194,131,426004,1.660672487,45,6.1,0
Alaska,9/25/2020 0:00,737438,441332,598.466583,8134,7320,126,434012,1.658615283,51,6.92,6
Alaska,9/26/2020 0:00,737438,442869,600.550826,1537,7439,119,435430,1.67972922,52,7.05,1
Alaska,9/27/2020 0:00,737438,442869,600.550826,0,7549,110,435320,1.704567265,56,7.59,4
Alaska,9/28/2020 0:00,737438,444791,603.1571468,1922,7663,114,437128,1.722831622,56,7.59,0
Alaska,9/29/2020 0:00,737438,451056,611.6527762,6265,7785,122,443271,1.725949771,56,7.59,0
Alaska,9/30/2020 0:00,737438,457207,619.9938164,6151,7889,104,449318,1.725476644,56,7.59,0
Alaska,10/1/2020 0:00,737438,462323,626.9313488,5116,8026,137,454297,1.736015729,57,7.73,1
Alaska,10/2/2020 0:00,737438,469290,636.3789227,6967,8167,141,461123,1.740288521,57,7.73,0
Alaska,10/3/2020 0:00,737438,473256,641.7570019,3966,8306,139,464950,1.755075477,58,7.87,1
Alaska,10/4/2020 0:00,737438,476818,646.5872385,3562,8447,141,468371,1.771535471,58,7.87,0
Alaska,10/5/2020 0:00,737438,479374,650.0532926,2556,8643,196,470731,1.802976382,58,7.87,0
Alaska,10/6/2020 0:00,737438,479374,650.0532926,0,8790,147,470584,1.833641374,58,7.87,0
Alaska,10/7/2020 0:00,737438,490074,664.562987,10700,8911,121,481163,1.818296829,59,8,1
Alaska,10/8/2020 0:00,737438,491171,666.0505697,1097,9045,134,482126,1.841517516,60,8.14,1
Alaska,10/9/2020 0:00,737438,493070,668.6257014,1899,9232,187,483838,1.872350782,60,8.14,0
Alaska,10/10/2020 0:00,737438,499253,677.0101351,6183,9462,230,489791,1.895231476,60,8.14,0
Alaska,10/11/2020 0:00,737438,502997,682.0871721,3744,9712,250,493285,1.930826625,60,8.14,0
Alaska,10/12/2020 0:00,737438,505927,686.0603874,2930,9903,191,496024,1.957397016,60,8.14,0
Alaska,10/13/2020 0:00,737438,514789,698.0776689,8862,10059,156,504730,1.954004456,60,8.14,0
Alaska,10/14/2020 0:00,737438,517177,701.3159072,2388,10214,155,506963,1.974952482,64,8.68,4
Alaska,10/15/2020 0:00,737438,519461,704.4131168,2284,10380,166,509081,1.998225083,65,8.81,1
Alaska,10/16/2020 0:00,737438,522664,708.7565328,3203,10601,221,512063,2.028262899,66,8.95,1
Alaska,10/17/2020 0:00,737438,530500,719.3825108,7836,10811,210,519689,2.037888784,67,9.09,1
Alaska,10/18/2020 0:00,737438,532711,722.380729,2211,11021,210,521690,2.068851591,67,9.09,0
Alaska,10/19/2020 0:00,737438,536223,727.1431632,3512,11225,204,524998,2.093345492,67,9.09,0
Alaska,10/20/2020 0:00,737438,546525,741.1131512,10302,11456,231,535069,2.096152966,67,9.09,0
Alaska,10/21/2020 0:00,737438,547140,741.9471196,615,11680,224,535460,2.134736996,68,9.22,1
Alaska,10/22/2020 0:00,737438,548709,744.0747561,1569,11919,239,536790,2.172189631,68,9.22,0
Alaska,10/23/2020 0:00,737438,552746,749.5491146,4037,12167,248,540579,2.201191868,68,9.22,0
Alaska,10/24/2020 0:00,737438,552746,749.5491146,0,12523,356,540223,2.26559758,68,9.22,0
Alaska,10/25/2020 0:00,737438,559969,759.3438364,7223,13041,518,546928,2.32887892,68,9.22,0
Alaska,10/26/2020 0:00,737438,570844,774.0908388,10875,13391,350,557453,2.345824779,68,9.22,0
Alaska,10/27/2020 0:00,737438,577429,783.0204031,6585,13779,388,563650,2.386267403,70,9.49,2
Alaska,10/28/2020 0:00,737438,580599,787.3190695,3170,14131,352,566468,2.433865715,71,9.63,1
Alaska,10/29/2020 0:00,737438,584268,792.2944031,3669,14481,350,569787,2.4784859,77,10.44,6
Alaska,10/30/2020 0:00,737438,586323,795.081078,2055,14858,377,571465,2.5340981,81,10.98,4
Alaska,10/31/2020 0:00,737438,604207,819.3326083,17884,15312,454,588895,2.534230818,82,11.12,1
Alaska,11/1/2020 0:00,737438,604207,819.3326083,0,15663,351,588544,2.592323492,83,11.26,1
Alaska,11/2/2020 0:00,737438,620170,840.9791738,15963,16007,344,604163,2.581066482,84,11.39,1
Alaska,11/3/2020 0:00,737438,624755,847.1966457,4585,16390,383,608365,2.623428384,84,11.39,0
Alaska,11/4/2020 0:00,737438,627758,851.2688524,3003,16798,408,610960,2.675871912,84,11.39,0
Alaska,11/5/2020 0:00,737438,781826,1060.192179,154068,17111,313,764715,2.188594393,84,11.39,0
Alaska,11/6/2020 0:00,737438,781301,1059.480255,-525,17618,507,763683,2.254956796,84,11.39,0
Alaska,11/7/2020 0:00,737438,780694,1058.657135,-607,18221,603,762473,2.333949025,84,11.39,0
Alaska,11/8/2020 0:00,737438,780174,1057.951991,-520,18732,511,761442,2.401002853,84,11.39,0
Alaska,11/9/2020 0:00,737438,767997,1041.439416,-12177,19196,464,748801,2.49948893,84,11.39,0
Alaska,11/10/2020 0:00,737438,828140,1122.996103,60143,19734,538,808406,2.382930422,92,12.48,8
Alaska,11/11/2020 0:00,737438,834590,1131.742601,6450,20221,487,814369,2.422866318,96,13.02,4
Alaska,11/12/2020 0:00,737438,844666,1145.406122,10076,20702,481,823964,2.45090959,96,13.02,0
Alaska,11/13/2020 0:00,737438,844666,1145.406122,0,21286,584,823380,2.520049345,96,13.02,0
Alaska,11/14/2020 0:00,737438,862264,1169.269823,17598,22020,734,840244,2.553742241,98,13.29,2
Alaska,11/15/2020 0:00,737438,867382,1176.210068,5118,22662,642,844720,2.61268968,98,13.29,0
Alaska,11/16/2020 0:00,737438,872347,1182.942837,4965,23240,578,849107,2.664077483,98,13.29,0
Alaska,11/17/2020 0:00,737438,878622,1191.452027,6275,23874,634,854748,2.717209448,100,13.56,2
Alaska,11/18/2020 0:00,737438,885558,1200.857564,6936,24419,545,861139,2.757470431,100,13.56,0
Alaska,11/19/2020 0:00,737438,898799,1218.812971,13241,24909,490,873890,2.771364899,101,13.7,1
Alaska,11/20/2020 0:00,737438,904712,1226.831273,5913,25369,460,879343,2.804096773,101,13.7,0
Alaska,11/21/2020 0:00,737438,918745,1245.860669,14033,26044,675,892701,2.834736516,102,13.83,1
Alaska,11/22/2020 0:00,737438,926361,1256.188317,7616,26587,543,899774,2.870047422,103,13.97,1
Alaska,11/23/2020 0:00,737438,933016,1265.212804,6655,27085,498,905931,2.902951289,103,13.97,0
Alaska,11/24/2020 0:00,737438,943401,1279.295344,10385,27669,584,915732,2.93289916,116,15.73,13
Alaska,11/25/2020 0:00,737438,954276,1294.042347,10875,28339,670,925937,2.969685919,116,15.73,0
Alaska,11/26/2020 0:00,737438,969573,1314.785785,15297,28892,553,940681,2.979868458,119,16.14,3
Alaska,11/27/2020 0:00,737438,990773,1343.533965,21200,29554,662,961219,2.982923435,119,16.14,0
Alaska,11/28/2020 0:00,737438,999054,1354.763383,8281,30204,650,968850,3.023260004,121,16.41,2
